species_id;GBIF_species_id;GBIF_species_name;GBIF_genus_name;GBIF_family_name;GBIF_kingdom_name
3740;1541799;Volucella pellucens;Volucella;Syrphidae;Animalia
3741;1146023;Aegosoma scabricorne;Aegosoma;Cerambycidae;Animalia
3742;1776862;Dypterygia scabriuscula;Dypterygia;Noctuidae;Animalia
3743;5146559;Idaea aversata;Idaea;Geometridae;Animalia
3744;2392679;Dentex dentex;Dentex;Sparidae;Animalia
3745;1184505;Liophloeus tessulatus;Liophloeus;Curculionidae;Animalia
3746;7936730;Planuncus vinzi;Planuncus;Ectobiidae;Animalia
3747;7937336;Charadrius dubius;Charadrius;Charadriidae;Animalia
3748;5227679;Lagopus muta;Lagopus;Phasianidae;Animalia
3749;1771040;Agrotis segetum;Agrotis;Noctuidae;Animalia
3750;5751048;Mylabris quadripunctata;Mylabris;Meloidae;Animalia
3751;5146837;Idaea subsericeata;Idaea;Geometridae;Animalia
3752;5010466;Curculio elephas;Curculio;Curculionidae;Animalia
3753;1737847;Cydia pomonella;Cydia;Tortricidae;Animalia
3754;2437377;Marmota marmota;Marmota;Sciuridae;Animalia
3755;4452227;Adalia decempunctata;Adalia;Coccinellidae;Animalia
3756;2482613;Nucifraga caryocatactes;Nucifraga;Corvidae;Animalia
3757;1983525;Eupithecia centaureata;Eupithecia;Geometridae;Animalia
3758;5099055;Acrotylus fischeri;Acrotylus;Acrididae;Animalia
3759;1878895;Agriphila inquinatella;Agriphila;Crambidae;Animalia
3760;1540742;Eupeodes corollae;Eupeodes;Syrphidae;Animalia
3761;1720967;Oecanthus pellucens;Oecanthus;Gryllidae;Animalia
3762;4532283;Odice jucunda;Odice;Erebidae;Animalia
3763;1920709;Gonepteryx cleopatra;Gonepteryx;Pieridae;Animalia
3764;1683952;Saga pedo;Saga;Tettigoniidae;Animalia
3765;2157402;Parasteatoda tepidariorum;Parasteatoda;Theridiidae;Animalia
3766;4485787;Staria lunata;Staria;Pentatomidae;Animalia
3767;4392756;Anechura bipunctata;Anechura;Forficulidae;Animalia
3768;2498375;Mergus serrator;Mergus;Anatidae;Animalia
3769;1965825;Eulithis prunata;Eulithis;Geometridae;Animalia
3770;2158384;Araniella cucurbitina;Araniella;Araneidae;Animalia
3771;2287777;Venus verrucosa;Venus;Veneridae;Animalia
3772;1701343;Euthystira brachyptera;Euthystira;Acrididae;Animalia
3773;1311649;Vespula germanica;Vespula;Vespidae;Animalia
3774;4550746;Parasteatoda lunata;Parasteatoda;Theridiidae;Animalia
3775;1980783;Ectropis crepuscularia;Ectropis;Geometridae;Animalia
3776;1694201;Rhacocleis poneli;Rhacocleis;Tettigoniidae;Animalia
3777;1932752;Cacyreus marshalli;Cacyreus;Lycaenidae;Animalia
3778;4564893;Xeropicta derbentina;Xeropicta;Geomitridae;Animalia
3779;1422012;Coenagrion mercuriale;Coenagrion;Coenagrionidae;Animalia
3780;4553538;Oligolophus tridens;Oligolophus;Phalangiidae;Animalia
3781;2482100;Burhinus oedicnemus;Burhinus;Burhinidae;Animalia
3782;2480934;Ardea purpurea;Ardea;Ardeidae;Animalia
3783;5147039;Idaea seriata;Idaea;Geometridae;Animalia
3784;1918632;Hipparchia fidia;Hipparchia;Nymphalidae;Animalia
3785;2481119;Chlidonias niger;Chlidonias;Laridae;Animalia
3786;5022592;Phyllobius oblongus;Phyllobius;Curculionidae;Animalia
3787;5147354;Idaea ochrata;Idaea;Geometridae;Animalia
3788;5978626;Tachina grossa;Tachina;Tachinidae;Animalia
3789;5742390;Scolopendra cingulata;Scolopendra;Scolopendridae;Animalia
3790;8056040;Carabus nemoralis;Carabus;Carabidae;Animalia
3791;1743775;Celypha striana;Celypha;Tortricidae;Animalia
3792;1796145;Apamea monoglypha;Apamea;Noctuidae;Animalia
3793;7466487;Clepsis consimilana;Clepsis;Tortricidae;Animalia
3794;2480311;Charadrius alexandrinus;Charadrius;Charadriidae;Animalia
3795;2172885;Evarcha jucunda;Evarcha;Salticidae;Animalia
3796;2203804;Armadillidium depressum;Armadillidium;Armadillidiidae;Animalia
3797;1960617;Opisthograptis luteolata;Opisthograptis;Geometridae;Animalia
3798;2294279;Cepaea hortensis;Cepaea;Helicidae;Animalia
3799;4455260;Chrysomela boleti;Diaperis;Tenebrionidae;Animalia
3800;4532516;Paracolax tristalis;Paracolax;Erebidae;Animalia
3801;7832439;Hipparchia fagi;Hipparchia;Nymphalidae;Animalia
3802;2136609;Linyphia triangularis;Linyphia;Linyphiidae;Animalia
3803;1311527;Vespa crabro;Vespa;Vespidae;Animalia
3804;8001799;Limenitis reducta;Limenitis;Nymphalidae;Animalia
3805;5110213;Thalpophila matura;Thalpophila;Noctuidae;Animalia
3806;5125689;Endotricha flammealis;Endotricha;Pyralidae;Animalia
3807;4486289;Melanocoryphus albomaculatus;Melanocoryphus;Lygaeidae;Animalia
3808;2481181;Larus cachinnans;Larus;Laridae;Animalia
3809;4388663;Syromastus rhombeus;Syromastus;Coreidae;Animalia
3810;1537719;Scaeva pyrastri;Scaeva;Syrphidae;Animalia
3811;4553496;Opilio canestrinii;Opilio;Phalangiidae;Animalia
3812;8150129;Jaminia quadridens;Jaminia;Enidae;Animalia
3813;5749359;Anatis ocellata;Anatis;Coccinellidae;Animalia
3814;1701365;Myrmeleotettix maculatus;Myrmeleotettix;Acrididae;Animalia
3815;8946979;Tylopsis lilifolia;Tylopsis;Tettigoniidae;Animalia
3816;1791422;Craniophora ligustri;Craniophora;Noctuidae;Animalia
3817;5229240;Sterna nilotica;Gelochelidon;Laridae;Animalia
3818;1699466;Euchorthippus chopardi;Euchorthippus;Acrididae;Animalia
3819;4550726;Asagena phalerata;Asagena;Theridiidae;Animalia
3820;2488949;Oriolus oriolus;Oriolus;Oriolidae;Animalia
3821;1979473;Hydriomena furcata;Hydriomena;Geometridae;Animalia
3822;4448343;Oiceoptoma thoracicum;Oiceoptoma;Silphidae;Animalia
3823;4390084;Gonocerus acuteangulatus;Gonocerus;Coreidae;Animalia
3824;1949784;Pyrgus armoricanus;Pyrgus;Hesperiidae;Animalia
3825;5772206;Mythimna vitellina;Mythimna;Noctuidae;Animalia
3826;1896957;Charaxes jasius;Charaxes;Nymphalidae;Animalia
3827;7753992;Helix lucorum;Helix;Helicidae;Animalia
3828;1798594;Hypena rostralis;Hypena;Erebidae;Animalia
3829;1782560;Phlogophora meticulosa;Phlogophora;Noctuidae;Animalia
3830;4524638;Hypomecis punctinalis;Hypomecis;Geometridae;Animalia
3831;1766137;Amphipyra pyramidea;Amphipyra;Noctuidae;Animalia
3832;5176195;Idotea balthica;Idotea;Idoteidae;Animalia
3833;7429082;Mus musculus;Mus;Muridae;Animalia
3834;1541832;Volucella zonaria;Volucella;Syrphidae;Animalia
3835;2173850;Icius congener;Icius;Salticidae;Animalia
3836;1525771;Mesembrina meridiana;Mesembrina;Muscidae;Animalia
3837;2480332;Pluvialis apricaria;Pluvialis;Charadriidae;Animalia
3838;2175047;Carrhotus xanthogramma;Carrhotus;Salticidae;Animalia
3839;1804071;Phragmatobia fuliginosa;Phragmatobia;Erebidae;Animalia
3840;1737775;Cydia splendana;Cydia;Tortricidae;Animalia
3841;5844449;Aquila fasciata;Aquila;Accipitridae;Animalia
3842;1704872;Ramburiella hispanica;Ramburiella;Acrididae;Animalia
3843;7942480;Psilothrix viridicoerulea;Psilothrix;Dasytidae;Animalia
3844;7359803;Trichodes leucopsideus;Trichodes;Cleridae;Animalia
3845;2107724;Mantispa styriaca;Mantispa;Mantispidae;Animalia
3846;4428495;Athous haemorrhoidalis;Athous;Elateridae;Animalia
3847;1988593;Colostygia pectinataria;Colostygia;Geometridae;Animalia
3848;1784359;Polyphaenis sericata;Polyphaenis;Noctuidae;Animalia
3849;7791558;Erebia meolans;Erebia;Nymphalidae;Animalia
3850;2426612;Alytes obstetricans;Alytes;Alytidae;Animalia
3851;1871252;Synaphe punctalis;Synaphe;Pyralidae;Animalia
3852;1825077;Notodonta dromedarius;Notodonta;Notodontidae;Animalia
3853;2436756;Lepus timidus;Lepus;Leporidae;Animalia
3854;1810099;Atolmis rubricollis;Atolmis;Erebidae;Animalia
3855;5146677;Idaea dimidiata;Idaea;Geometridae;Animalia
3856;2291253;Lymnaea stagnalis;Lymnaea;Lymnaeidae;Animalia
3857;1686243;Phaneroptera falcata;Phaneroptera;Tettigoniidae;Animalia
3858;1428583;Orthetrum coerulescens;Orthetrum;Libellulidae;Animalia
3859;8302684;Platycleis affinis;Platycleis;Tettigoniidae;Animalia
3860;1769103;Laspeyria flexula;Laspeyria;Erebidae;Animalia
3861;2037925;Orientus ishidae;Orientus;Cicadellidae;Animalia
3862;5124007;Laothoe populi;Laothoe;Sphingidae;Animalia
3863;8014296;Scopula imitaria;Scopula;Geometridae;Animalia
3864;1952062;Habrosyne pyritoides;Habrosyne;Drepanidae;Animalia
3865;1795215;Cryphia algae;Cryphia;Noctuidae;Animalia
3866;1798504;Dysgonia algira;Dysgonia;Erebidae;Animalia
3867;1769897;Rivula sericealis;Rivula;Erebidae;Animalia
3868;1962636;Ligdia adustata;Ligdia;Geometridae;Animalia
3869;5143697;Cabera pusaria;Cabera;Geometridae;Animalia
3870;4532890;Deltote pygarga;Deltote;Noctuidae;Animalia
3871;5880545;Macaria alternata;Macaria;Geometridae;Animalia
3872;5149839;Stegania trimaculata;Stegania;Geometridae;Animalia
3873;5142870;Thyatira batis;Thyatira;Drepanidae;Animalia
3874;1825064;Pterostoma palpina;Pterostoma;Notodontidae;Animalia
3875;1789745;Noctua fimbriata;Noctua;Noctuidae;Animalia
3876;2068870;Metcalfa pruinosa;Metcalfa;Flatidae;Animalia
3877;5149438;Lomaspilis marginata;Lomaspilis;Geometridae;Animalia
3878;1980521;Ascotis selenaria;Ascotis;Geometridae;Animalia
3879;1820406;Lymantria dispar;Lymantria;Erebidae;Animalia
3880;1872901;Pyralis farinalis;Pyralis;Pyralidae;Animalia
3881;1746832;Archips podana;Archips;Tortricidae;Animalia
3882;1744593;Syricoris lacunana;Syricoris;Tortricidae;Animalia
3883;2052971;Dictyophara europaea;Dictyophara;Dictyopharidae;Animalia
3884;1956440;Ematurga atomaria;Ematurga;Geometridae;Animalia
3885;5123922;Mimas tiliae;Mimas;Sphingidae;Animalia
3886;2098131;Distoleon tetragrammicus;Distoleon;Myrmeleontidae;Animalia
3887;1733484;Dendrolimus pini;Dendrolimus;Lasiocampidae;Animalia
3888;5101394;Cossus cossus;Cossus;Cossidae;Animalia
3889;1761438;Axylia putris;Axylia;Noctuidae;Animalia
3890;5145186;Scopula rubiginata;Scopula;Geometridae;Animalia
3891;1965913;Angerona prunaria;Angerona;Geometridae;Animalia
3892;1787590;Hadena compta;Hadena;Noctuidae;Animalia
3893;4564338;Helicodonta obvoluta;Helicodonta;Helicodontidae;Animalia
3894;2158077;Enoplognatha ovata;Enoplognatha;Theridiidae;Animalia
3895;4486243;Oxycarenus lavaterae;Oxycarenus;Oxycarenidae;Animalia
3896;1669479;Hemipenthes velutina;Hemipenthes;Bombyliidae;Animalia
3897;1444753;Trypetoptera punctulata;Trypetoptera;Sciomyzidae;Animalia
3898;4485800;Carpocoris fuscispinus;Carpocoris;Pentatomidae;Animalia
3899;2490246;Anthus trivialis;Anthus;Motacillidae;Animalia
3900;2491534;Emberiza citrinella;Emberiza;Emberizidae;Animalia
3901;4457414;Hycleus polymorphus;Hycleus;Meloidae;Animalia
3902;5219173;Canis lupus;Canis;Canidae;Animalia
3903;7508312;Satyrium acaciae;Satyrium;Lycaenidae;Animalia
3904;8544630;Rhagium inquisitor;Rhagium;Cerambycidae;Animalia
3905;5131910;Apatura iris;Apatura;Nymphalidae;Animalia
3906;4391874;Corizus hyoscyami;Corizus;Rhopalidae;Animalia
3907;1043082;Hippodamia variegata;Hippodamia;Coccinellidae;Animalia
3908;4486328;Spilostethus saxatilis;Spilostethus;Lygaeidae;Animalia
3909;2051491;Issus coleoptratus;Issus;Issidae;Animalia
3910;5716472;Ephemera danica;Ephemera;Ephemeridae;Animalia
3911;2497266;Athene noctua;Athene;Strigidae;Animalia
3912;5147478;Idaea rusticata;Idaea;Geometridae;Animalia
3913;1871407;Hypsopygia costalis;Hypsopygia;Pyralidae;Animalia
3914;1801051;Bena bicolorana;Bena;Nolidae;Animalia
3915;2437760;Apodemus sylvaticus;Apodemus;Muridae;Animalia
3916;2492949;Sylvia undata;Sylvia;Sylviidae;Animalia
3917;4452256;Vibidia duodecimguttata;Vibidia;Coccinellidae;Animalia
3918;2296805;Trochoidea elegans;Trochoidea;Geomitridae;Animalia
3919;4486348;Horvathiolus superbus;Horvathiolus;Lygaeidae;Animalia
3920;2167203;Heriaeus hirtus;Heriaeus;Thomisidae;Animalia
3921;5877906;Coccinella magnifica;Coccinella;Coccinellidae;Animalia
3922;4427468;Attagenus trifasciatus;Attagenus;Dermestidae;Animalia
3923;2016038;Philaenus spumarius;Philaenus;Aphrophoridae;Animalia
3924;5754772;Abax parallelepipedus;Abax;Carabidae;Animalia
3925;4388497;Enoplops scapha;Enoplops;Coreidae;Animalia
3926;2019168;Cercopis intermedia;Cercopis;Cercopidae;Animalia
3927;1984734;Odezia atrata;Odezia;Geometridae;Animalia
3928;1877941;Aglossa pinguinalis;Aglossa;Pyralidae;Animalia
3929;1670584;Bombylius cruciatus;Bombylius;Bombyliidae;Animalia
3930;2028656;Penthimia nigra;Penthimia;Cicadellidae;Animalia
3931;4462027;Clytra laeviuscula;Clytra;Chrysomelidae;Animalia
3932;1576923;Chloromyia formosa;Chloromyia;Stratiomyidae;Animalia
3933;5115818;Arctia villica;Arctia;Erebidae;Animalia
3934;1043118;Harmonia quadripunctata;Harmonia;Coccinellidae;Animalia
3935;4432424;Coraebus rubi;Coraebus;Buprestidae;Animalia
3936;2169044;Menemerus taeniatus;Menemerus;Salticidae;Animalia
3937;2173232;Pseudeuophrys erratica;Pseudeuophrys;Salticidae;Animalia
3938;2171142;Cyrba algerina;Cyrba;Salticidae;Animalia
3939;1814653;Dysauxes punctata;Dysauxes;Erebidae;Animalia
3940;4390078;Gonocerus juniperi;Gonocerus;Coreidae;Animalia
3941;2490274;Anthus campestris;Anthus;Motacillidae;Animalia
3942;8215487;Salmo trutta;Salmo;Salmonidae;Animalia
3943;2492943;Sylvia communis;Sylvia;Sylviidae;Animalia
3944;5228676;Apus apus;Apus;Apodidae;Animalia
3945;2493070;Phylloscopus bonelli;Phylloscopus;Phylloscopidae;Animalia
3946;1924097;Glaucopsyche alexis;Glaucopsyche;Lycaenidae;Animalia
3947;8012314;Jynx torquilla;Jynx;Picidae;Animalia
3948;2492350;Petronia petronia;Petronia;Passeridae;Animalia
3949;8077224;Alauda arvensis;Alauda;Alaudidae;Animalia
3950;5018189;Liparus coronatus;Odontoderes;Curculionidae;Animalia
3951;2458916;Hierophis viridiflavus;Hierophis;Colubridae;Animalia
3952;2482515;Corvus cornix;Corvus;Corvidae;Animalia
3953;2443002;Trachemys scripta;Trachemys;Emydidae;Animalia
3954;2426615;Discoglossus sardus;Discoglossus;Alytidae;Animalia
3955;2495708;Streptopelia turtur;Streptopelia;Columbidae;Animalia
3956;2205089;Helleria brevicornis;Helleria;Tylidae;Animalia
3957;2426654;Pelophylax lessonae;Pelophylax;Ranidae;Animalia
3958;8426551;Passer italiae;Passer;Passeridae;Animalia
3959;8909809;Emys orbicularis;Emys;Emydidae;Animalia
3960;4532602;Ocnogyna corsica;Ocnogyna;Erebidae;Animalia
3961;2484886;Sitta whiteheadi;Sitta;Sittidae;Animalia
3962;5221528;Hemidactylus turcicus;Hemidactylus;Gekkonidae;Animalia
3963;2431940;Euproctus montanus;Euproctus;Salamandridae;Animalia
3964;4408961;Carduelis corsicana;Carduelis;Fringillidae;Animalia
3965;2497701;Otus scops;Otus;Strigidae;Animalia
3966;2157203;Steatoda nobilis;Steatoda;Theridiidae;Animalia
3967;2490955;Monticola solitarius;Monticola;Muscicapidae;Animalia
3968;2480495;Circus pygargus;Circus;Accipitridae;Animalia
3969;1938050;Papilio hospiton;Papilio;Papilionidae;Animalia
3970;2492867;Lanius senator;Lanius;Laniidae;Animalia
3971;2492965;Sylvia sarda;Sylvia;Sylviidae;Animalia
3972;7626513;Emberiza cirlus;Emberiza;Emberizidae;Animalia
3973;9701857;Motacilla flava;Motacilla;Motacillidae;Animalia
3974;2439270;Rattus rattus;Rattus;Muridae;Animalia
3975;4480455;Cicindela littoralis;Cicindela;Carabidae;Animalia
3976;2490604;Lullula arborea;Lullula;Alaudidae;Animalia
3977;2492822;Cisticola juncidis;Cisticola;Cisticolidae;Animalia
3978;2138295;Frontinellina frutetorum;Frontinellina;Linyphiidae;Animalia
3979;5228684;Apus melba;Apus;Apodidae;Animalia
3980;2469361;Algyroides fitzingeri;Algyroides;Lacertidae;Animalia
3981;2431779;Salamandra corsica;Salamandra;Salamandridae;Animalia
3982;2049340;Hydrometra stagnorum;Hydrometra;Hydrometridae;Animalia
3983;8364375;Ovis gmelinii;Ovis;Bovidae;Animalia
3984;5229167;Milvus migrans;Milvus;Accipitridae;Animalia
3985;9629160;Loxia curvirostra;Loxia;Fringillidae;Animalia
3986;1670212;Bombylius major;Bombylius;Bombyliidae;Animalia
3987;8168644;Melitaea cinxia;Melitaea;Nymphalidae;Animalia
3988;1084559;Tropinota hirta;Tropinota;Cetoniidae;Animalia
3989;2172103;Heliophanus kochii;Heliophanus;Salticidae;Animalia
3990;1539987;Cheilosia aenea;Cheilosia;Syrphidae;Animalia
3991;2169430;Macaroeris nidicolens;Macaroeris;Salticidae;Animalia
3992;4408796;Ptyonoprogne rupestris;Ptyonoprogne;Hirundinidae;Animalia
3993;2492854;Lanius minor;Lanius;Laniidae;Animalia
3994;2481143;Larus minutus;Hydrocoloeus;Laridae;Animalia
3995;2481714;Tringa totanus;Tringa;Scolopacidae;Animalia
3996;2481681;Limosa lapponica;Limosa;Scolopacidae;Animalia
3997;2493129;Acrocephalus schoenobaenus;Acrocephalus;Acrocephalidae;Animalia
3998;4408732;Luscinia svecica;Luscinia;Muscicapidae;Animalia
3999;4485731;Graphosoma semipunctatum;Graphosoma;Pentatomidae;Animalia
4000;2490669;Galerida cristata;Galerida;Alaudidae;Animalia
4001;2481725;Tringa erythropus;Tringa;Scolopacidae;Animalia
4002;4485802;Carpocoris mediterraneus;Carpocoris;Pentatomidae;Animalia
4003;2493012;Cettia cetti;Cettia;Cettiidae;Animalia
4004;1694547;Gampsocleis glabra;Gampsocleis;Tettigoniidae;Animalia
4005;1713389;Psophus stridulus;Psophus;Acrididae;Animalia
4006;1798984;Orthosia cerasi;Orthosia;Noctuidae;Animalia
4007;2139933;Tegenaria parietina;Tegenaria;Agelenidae;Animalia
4008;1796463;Calophasia lunula;Calophasia;Noctuidae;Animalia
4009;1476105;Trichopoda pennipes;Trichopoda;Tachinidae;Animalia
4010;2079176;Acrosternum heegeri;Acrosternum;Pentatomidae;Animalia
4011;5112283;Xestia xanthographa;Xestia;Noctuidae;Animalia
4012;1759153;Atethmia centrago;Atethmia;Noctuidae;Animalia
4013;1770821;Agrotis trux;Agrotis;Noctuidae;Animalia
4014;1984942;Aplocera plagiata;Aplocera;Geometridae;Animalia
4015;1797276;Catocala elocata;Catocala;Erebidae;Animalia
4016;5039293;Osmia cornuta;Osmia;Megachilidae;Animalia
4017;4533090;Agrochola lunosa;Agrochola;Noctuidae;Animalia
4018;1975903;Biston strataria;Biston;Geometridae;Animalia
4019;1768702;Conistra vaccinii;Conistra;Noctuidae;Animalia
4020;6284504;Porcellio spinicornis;Porcellio;Porcellionidae;Animalia
4021;1798974;Orthosia gothica;Orthosia;Noctuidae;Animalia
4022;1502577;Calliphora vicina;Calliphora;Calliphoridae;Animalia
4023;4452277;Chilocorus renipustulatus;Chilocorus;Coccinellidae;Animalia
4024;2482048;Tachybaptus ruficollis;Tachybaptus;Podicipedidae;Animalia
4025;1763697;Trigonophora flammea;Trigonophora;Noctuidae;Animalia
4026;2439683;Eliomys quercinus;Eliomys;Gliridae;Animalia
4027;1460610;Ectophasia crassipennis;Ectophasia;Tachinidae;Animalia
4028;1527645;Neomyia cornicina;Neomyia;Muscidae;Animalia
4029;1556243;Scathophaga stercoraria;Scathophaga;Scathophagidae;Animalia
4030;4485971;Arma custos;Arma;Pentatomidae;Animalia
4031;4457483;Meloe proscarabaeus;Meloe;Meloidae;Animalia
4032;2440958;Cervus elaphus;Cervus;Cervidae;Animalia
4033;1972449;Operophtera brumata;Operophtera;Geometridae;Animalia
4034;2482059;Podiceps auritus;Podiceps;Podicipedidae;Animalia
4035;2490737;Turdus pilaris;Turdus;Turdidae;Animalia
4036;9781593;Tuberolachnus salignus;Tuberolachnus;Aphididae;Animalia
4037;1421095;Ctenolepisma lineata;Ctenolepisma;Lepismatidae;Animalia
4038;2007673;Kleidocerys resedae;Kleidocerys;Lygaeidae;Animalia
4039;2498326;Bucephala clangula;Bucephala;Anatidae;Animalia
4040;1503662;Musca intermedia;Musca;Muscidae;Animalia
4041;8666127;Parexochomus nigromaculatus;Parexochomus;Coccinellidae;Animalia
4042;1340503;Bombus terrestris;Bombus;Apidae;Animalia
4043;4480470;Lophyra flexuosa;Lophyra;Carabidae;Animalia
4044;2294280;Cepaea nemoralis;Cepaea;Helicidae;Animalia
4045;8380159;Lygus pratensis;Lygus;Miridae;Animalia
4046;1768150;Xylocampa areola;Xylocampa;Noctuidae;Animalia
4047;1799135;Orthosia incerta;Orthosia;Noctuidae;Animalia
4048;1962268;Selenia lunularia;Selenia;Geometridae;Animalia
4049;5147681;Lycia hirtaria;Lycia;Geometridae;Animalia
4050;1793877;Panolis flammea;Panolis;Noctuidae;Animalia
4051;1988064;Menophra abruptaria;Menophra;Geometridae;Animalia
4052;4524403;Aleucis distinctata;Aleucis;Geometridae;Animalia
4053;2480589;Accipiter gentilis;Accipiter;Accipitridae;Animalia
4054;2139331;Dysdera crocata;Dysdera;Dysderidae;Animalia
4055;2018539;Cercopis sanguinolenta;Cercopis;Cercopidae;Animalia
4056;5758809;Tritomegas sexmaculatus;Tritomegas;Cydnidae;Animalia
4057;5770913;Esperia sulphurella;Esperia;Oecophoridae;Animalia
4058;5118892;Drymonia ruficornis;Drymonia;Notodontidae;Animalia
4059;1822346;Peridea anceps;Peridea;Notodontidae;Animalia
4060;5218878;Martes martes;Martes;Mustelidae;Animalia
4061;2050239;Rhopalus subrufus;Rhopalus;Rhopalidae;Animalia
4062;2480757;Glareola pratincola;Glareola;Glareolidae;Animalia
4063;9444556;Lanius excubitor;Lanius;Laniidae;Animalia
4064;2481962;Gavia immer;Gavia;Gaviidae;Animalia
4065;2137370;Neriene radiata;Neriene;Linyphiidae;Animalia
4066;1861011;Adela australis;Adela;Adelidae;Animalia
4067;1860768;Nemophora degeerella;Nemophora;Adelidae;Animalia
4068;1798408;Euclidia glyphica;Euclidia;Erebidae;Animalia
4069;2481062;Falco vespertinus;Falco;Falconidae;Animalia
4070;5742495;Panorpa communis;Panorpa;Panorpidae;Animalia
4071;1885937;Eurrhypis pollinalis;Eurrhypis;Crambidae;Animalia
4072;5067751;Otites elegans;Otites;Ulidiidae;Animalia
4073;5051947;Gomphus pulchellus;Gomphus;Gomphidae;Animalia
4074;1541763;Volucella bombylans;Volucella;Syrphidae;Animalia
4075;1739833;Acleris variegana;Acleris;Tortricidae;Animalia
4076;5820507;Cerambyx cerdo;Cerambyx;Cerambycidae;Animalia
4077;1746876;Archips xylosteana;Archips;Tortricidae;Animalia
4078;2008880;Stenotus binotatus;Stenotus;Miridae;Animalia
4079;1845270;Ethmia bipunctella;Ethmia;Elachistidae;Animalia
4080;5123221;Pterophorus pentadactyla;Pterophorus;Pterophoridae;Animalia
4081;4523983;Gandaritis pyraliata;Gandaritis;Geometridae;Animalia
4082;5115874;Arctia caja;Arctia;Erebidae;Animalia
4083;1428595;Orthetrum albistylum;Orthetrum;Libellulidae;Animalia
4084;2497306;Asio otus;Asio;Strigidae;Animalia
4085;1875327;Euzophera pinguis;Euzophera;Pyralidae;Animalia
4086;1958323;Ourapteryx sambucaria;Ourapteryx;Geometridae;Animalia
4087;5772196;Mythimna pallens;Mythimna;Noctuidae;Animalia
4088;1730978;Zeuzera pyrina;Zeuzera;Cossidae;Animalia
4089;1798807;Hypena proboscidalis;Hypena;Erebidae;Animalia
4090;5102951;Agapeta hamana;Agapeta;Tortricidae;Animalia
4091;1770790;Agrotis clavis;Agrotis;Noctuidae;Animalia
4092;1890534;Pyrausta aurata;Pyrausta;Crambidae;Animalia
4093;1802280;Pseudoips prasinana;Pseudoips;Nolidae;Animalia
4094;4534486;Apamea lithoxylaea;Apamea;Noctuidae;Animalia
4095;1991371;Hemithea aestivaria;Hemithea;Geometridae;Animalia
4096;5772199;Mythimna conigera;Mythimna;Noctuidae;Animalia
4097;4461439;Chrysomela tanaceti;Galeruca;Chrysomelidae;Animalia
4098;1423018;Erythromma najas;Erythromma;Coenagrionidae;Animalia
4099;1080269;Protaetia cuprea;Protaetia;Cetoniidae;Animalia
4100;4486301;Tropidothorax leucopterus;Tropidothorax;Lygaeidae;Animalia
4101;4553479;Leiobunum religiosum;Leiobunum;Sclerosomatidae;Animalia
4102;2423435;Bombina variegata;Bombina;Bombinatoridae;Animalia
4103;1789076;Hecatera dysodea;Hecatera;Noctuidae;Animalia
4104;7651366;Chlorophorus trifasciatus;Chlorophorus;Cerambycidae;Animalia
4105;5143380;Alcis repandata;Alcis;Geometridae;Animalia
4106;1760246;Phytometra viridaria;Phytometra;Erebidae;Animalia
4107;8012068;Carcina quercana;Carcina;Peleopodidae;Animalia
4108;5119245;Phalera bucephala;Phalera;Notodontidae;Animalia
4109;1786360;Trichoplusia ni;Trichoplusia;Noctuidae;Animalia
4110;9768924;Cylindromyia bicolor;Cylindromyia;Tachinidae;Animalia
4111;5147193;Idaea fuscovenosa;Idaea;Geometridae;Animalia
4112;5102931;Agapeta zoegana;Agapeta;Tortricidae;Animalia
4113;2104580;Italochrysa italica;Italochrysa;Chrysopidae;Animalia
4114;4452301;Platynaspis luteorubra;Platynaspis;Coccinellidae;Animalia
4115;4463518;Rhopalapion longirostre;Rhopalapion;Brentidae;Animalia
4116;1769566;Cosmia trapezina;Cosmia;Noctuidae;Animalia
4117;4553334;Paroligolophus meadii;Paroligolophus;Phalangiidae;Animalia
4118;2079190;Holcostethus sphacelatus;Holcostethus;Pentatomidae;Animalia
4119;4534719;Allophyes oxyacanthae;Allophyes;Noctuidae;Animalia
4120;8352161;Spodoptera exigua;Spodoptera;Noctuidae;Animalia
4121;2165401;Diaea dorsata;Diaea;Thomisidae;Animalia
4122;6260393;Cicadella viridis;Cicadella;Cicadellidae;Animalia
4123;5866246;Acanthosoma haemorrhoidale;Acanthosoma;Acanthosomatidae;Animalia
4124;1835156;Harpella forficella;Harpella;Oecophoridae;Animalia
4125;1872368;Cataclysta lemnata;Cataclysta;Crambidae;Animalia
4126;5143675;Cabera exanthemata;Cabera;Geometridae;Animalia
4127;5149787;Cyclophora puppillaria;Cyclophora;Geometridae;Animalia
4128;5117189;Coscinia cribraria;Coscinia;Erebidae;Animalia
4129;1710561;Mecostethus parapleurus;Mecostethus;Acrididae;Animalia
4130;1713317;Aiolopus thalassinus;Aiolopus;Acrididae;Animalia
4131;2168338;Marpissa muscosa;Marpissa;Salticidae;Animalia
4132;2173864;Icius hamatus;Icius;Salticidae;Animalia
4133;1760891;Aporophyla nigra;Aporophyla;Noctuidae;Animalia
4134;1957266;Larentia clavaria;Larentia;Geometridae;Animalia
4135;2337607;Silurus glanis;Silurus;Siluridae;Animalia
4136;4286975;Cyprinus carpio;Cyprinus;Cyprinidae;Animalia
4137;8151548;Ichthyaetus melanocephalus;Ichthyaetus;Laridae;Animalia
4138;5035850;Lasius fuliginosus;Lasius;Formicidae;Animalia
